Date,full_common_12_buyhold_fee0,full_common_12_daily_fee0,full_common_12_weekly_fee0,full_common_12_monthly_fee0,start_2018_no_dot_buyhold_fee0,start_2018_no_dot_daily_fee0,start_2018_no_dot_weekly_fee0,start_2018_no_dot_monthly_fee0,start_2020_no_dot_buyhold_fee0,start_2020_no_dot_daily_fee0,start_2020_no_dot_weekly_fee0,start_2020_no_dot_monthly_fee0,exclude_dot_same_window_buyhold_fee0,exclude_dot_same_window_daily_fee0,exclude_dot_same_window_weekly_fee0,exclude_dot_same_window_monthly_fee0
2023-06-03,3.583454626336478,4.000091050862024,4.418398420688417,4.749786734919457,2.2583177557752374,2.870651527241394,3.3305553994595867,3.4127051564076085,7.866803924932851,9.769444476654458,10.750642353163443,11.806254114372425,3.742132481416172,3.978693864155068,4.313957205761623,4.7014292374528015
2023-06-04,3.5816100268864104,4.0071157642113775,4.42636562224589,4.75751522892313,2.2608599262404536,2.876684739339287,3.337681130303687,3.4193815989783416,7.866070444717434,9.78997679485711,10.773643376903284,11.829351268670122,3.7404618751210124,3.987055834853093,4.323186927004576,4.710626874185434
2023-06-05,3.3448196309507097,3.784615739955739,4.180586234709812,4.493516901407759,2.1176708066008874,2.7145379432487644,3.1495498782934863,3.226828022989328,7.359277422467358,9.238156378327476,10.16637775203402,11.163212137228,3.4898639484830998,3.762322022136466,4.079506797747441,4.445360180919796
2023-06-06,3.486742227188955,3.9110098575740286,4.3198377783862005,4.642463140884756,2.2030851531399147,2.8068645487277104,3.2563910843347728,3.3356850017582813,7.646172842077399,9.552363671475076,10.511248639008874,11.53980287524006,3.6404534899200507,3.8902857597170946,4.217894644635938,4.595324317646997
2023-06-07,3.3478403251581423,3.766624789497378,4.161269140761554,4.472871585632142,2.1065044131971002,2.7029395098422127,3.136568985412911,3.2135921890023327,7.318355311922464,9.198684415218679,10.12447695170311,11.117422767122964,3.4947580466449306,3.7462467112216635,4.062693080615318,4.427126160095672
2023-06-08,3.3730583731383397,3.7866360971639064,4.1833913291452625,4.496737121271173,2.1277597956993533,2.7184173592567458,3.154547662868436,3.23205656332512,7.374519556667957,9.251358865265427,10.18251001469873,11.181300273478419,3.522148332326862,3.7676988533265243,4.085980261237479,4.452563150786014
2023-06-09,3.3784193028113467,3.753246994346281,4.149386949376524,4.458748298656167,2.1291342979014325,2.6944285039413733,3.1290818251940733,3.2048364241395357,7.334559425065234,9.169719631858634,10.100309276315812,11.087132196974592,3.5293738035742197,3.734450543475731,4.052995211970951,4.415063996200579
2023-06-10,3.082699161856413,3.4611376001595695,3.826525460576643,4.112488710947965,1.9254482985831218,2.4880715721555324,2.889497372891304,2.9599092003895358,6.72428679550049,8.467442616232203,9.326958753305883,10.239806421499695,3.22105835132701,3.448441931656805,3.74266947033408,4.077646036543457
2023-06-11,3.0810052199520976,3.4665291522752435,3.8343034007614523,4.12117968239712,1.916379403049053,2.492533321944336,2.8961621565947953,2.966981871986317,6.713935202725923,8.482626910256329,9.348471893717555,10.26427433018566,3.2193569745605144,3.4546258715532527,3.7513021421362613,4.087389528438612
2023-06-12,3.0814201658804548,3.4715202010270985,3.8398239645190206,4.127014971974198,1.9143782004514713,2.4959056927709513,2.900080632901635,2.9709289083994803,6.714485314577485,8.494103813402761,9.361120275831546,10.277929103380758,3.219470245793543,3.4592999432711826,3.7563776136633953,4.092827065976625
2023-06-13,3.0928173831357033,3.4925460022176837,3.863080528706956,4.150744192797762,1.9344331413666664,2.507909926382978,2.914025073555393,2.9843620497664567,6.735662591658782,8.534956801877534,9.406131295407375,10.32440105840302,3.2290940190191604,3.475937689149712,3.7744393820544433,4.111332902455044
2023-06-14,2.99869941272847,3.3707671565809783,3.729023945992979,4.00425272214129,1.8903056197845662,2.415089916386643,2.8066039053569036,2.872669403447687,6.516801131530012,8.219070347051332,9.059388358584178,9.9380003279824,3.128056915427118,3.3472900979187004,3.6353003295479462,3.9574622781423647
2023-06-15,3.0297858370971364,3.3825410955255264,3.741927290059752,4.018520151332463,1.9150769546740838,2.4335490461126517,2.8284548775144565,2.8948990918722943,6.5871569431787735,8.281890735118044,9.129920734887811,10.014903939163538,3.1680089000449367,3.372874264259186,3.663603164206474,3.988086461102527
2023-06-16,3.0651065960960158,3.4246733259044686,3.788657198157499,4.069184186035054,1.934461191597637,2.4646117807192853,2.864650583484242,2.9322879589800626,6.6685396466237865,8.387603900980492,9.246756230152226,10.144250731778778,3.205297307317705,3.4159268989696265,3.710486253618925,4.039594313354473
2023-06-17,3.0846818826946203,3.454779480090453,3.820802546491899,4.103725490960545,1.937204941840687,2.482704038586537,2.8847747649110866,2.9530577041348907,6.70880756370798,8.449175745216593,9.311714728427104,10.216103668950408,3.223226431545851,3.441002584639604,3.7365524338993907,4.068207241413029
2023-06-18,3.0735115816203677,3.436803125610702,3.800289074650355,4.083890497571998,1.9163605742025198,2.4683703768058347,2.867590403379313,2.9372512314747254,6.6691968045808725,8.400395211743662,9.256245624107285,10.161421173884168,3.2108891859321123,3.4211362749755545,3.714294104172031,4.046431843510292
2023-06-19,3.088962192406226,3.452497937521929,3.8176438139400344,4.103179613963711,1.919088110742306,2.481090410968447,2.88236770270121,2.9528432526068924,6.704620818312902,8.443684223423949,9.303945013819025,10.215361773849974,3.2280121366222914,3.438766113147958,3.7334346465877912,4.0679118075453085
2023-06-20,3.150606648032638,3.546135482161177,3.9212864791063553,4.214359976575932,1.9653201867861032,2.547192426383687,2.9592541108114285,3.031478464530005,6.845935661793202,8.668643597024658,9.552125324990682,10.487400303917148,3.2906682205536275,3.5303828352213733,3.833023043870126,4.17624167124141
2023-06-21,3.29936416869822,3.77082341427319,4.170096744092528,4.48505723623909,2.0644870940628146,2.715297760549119,3.1548325078621478,3.234198234873254,7.181548704383234,9.240742199998188,10.183429460943035,11.188709386591901,3.4479178816143286,3.763375121198514,4.086349211447209,4.455513571866052
2023-06-22,3.291414442899098,3.7603053556424766,4.157985690782767,4.469815115712169,2.0607842296674743,2.706973932828606,3.144793899835487,3.222195944540059,7.166166395417623,9.21241442423819,10.151026011165339,11.14718746098338,3.4392077709203193,3.7518383805096454,4.0733465376470805,4.438978912086572
2023-06-23,3.428861549738982,4.023936628484547,4.466242685408898,4.8081517003193035,2.1681776019035714,2.9002765326074456,3.3830307699592055,3.4716098140162024,7.435937664490359,9.870264740729612,10.920026696892627,12.010034788170575,3.5806992979284913,4.019753820738772,4.381926801081543,4.782577788766478
2023-06-24,3.392110302034736,4.0590670471982415,4.537390607234937,4.893021435909943,2.159532165971738,2.932694612140754,3.4469349790457295,3.5433807335051135,7.35722093129952,9.980590436842498,11.12630199165652,12.25832629730294,3.54351504132135,4.06468494975352,4.464699789428184,4.881451228990429
2023-06-25,3.389774241205424,4.038086328084294,4.488121114870284,4.835617218752086,2.1624049081101804,2.9061824713536426,3.395598147451671,3.487683275433273,7.360504027622353,9.89036392034649,10.96059271803151,12.065640930890288,3.535093469845409,4.027939391863858,4.398204905538219,4.804720997156866
2023-06-26,3.3274111410517393,4.0351244903504835,4.484829187607739,4.877812850925438,2.1257605992107487,2.9124050210996266,3.402868605724048,3.53036673950384,7.217580275500202,9.911540595282382,10.984060904941899,12.213304382669186,3.4723296332077282,4.036563782619338,4.4076220873867475,4.863522820560903
2023-06-27,3.376847758248543,4.125555834226862,4.586249264392676,4.990538800596167,2.161270681234365,2.9799673814252623,3.4824679992374086,3.614653196875004,7.335489292760839,10.141469836658226,11.24099841492288,12.504893397400153,3.524093375521747,4.130204527908182,4.510724524078518,4.97963798341407
2023-06-28,3.2385376122901515,3.963291817434876,4.408338208988278,4.806440195348868,2.0633028811147343,2.8634215029774626,3.3482766888248614,3.4827378421824458,7.028283297252415,9.744839149278052,10.807844597580067,12.048532203652217,3.3798818724730366,3.9686731239490167,4.3369110001843545,4.797908042796113
2023-06-29,3.296514607329102,4.071556574393625,4.5351499825594015,4.976092003899957,2.0927531934513723,2.9432479631140334,3.446805931912943,3.609634057471709,7.152118467167202,10.016505759687403,11.125885442641447,12.487529683714106,3.4398929446132764,4.079311787029033,4.46453263898581,4.972723489587025
2023-06-30,3.493892738776161,4.406624603790593,4.9217520373955015,5.445889190227205,2.2094073982546862,3.197530484675683,3.7548699868985964,3.9668005512073434,7.55915590940055,10.88188386364956,12.120280094522458,13.723147234285376,3.649401474921483,4.431744779573913,4.863557723527909,5.464765116193533
2023-07-01,3.544766511409518,4.419888755029564,4.922494957070464,5.462281577676707,2.253683075177696,3.198022887380704,3.7449032367469317,3.967411417415204,7.6583675947488254,10.883559615945234,12.08810859354059,13.725260526043483,3.6993189632540076,4.432427244722528,4.8506481248340165,5.465606660985181
2023-07-02,3.544740024287747,4.456342017046464,4.967482334941873,5.506746131273267,2.2544998162554366,3.2185270692925547,3.772991488602166,3.99213336766237,7.651641964781372,10.953339756385876,12.178774177445964,13.810786117456765,3.6945200493632524,4.460845832624278,4.887029899629835,5.499664247085361
2023-07-03,3.5493030680773074,4.438387390269053,4.9474683209801755,5.48444753453793,2.2735374558226282,3.2087737470090767,3.761557934939607,3.9801744623939785,7.684303679543393,10.920147103217374,12.141868006699841,13.769414282487887,3.702087368639538,4.447327826988222,4.872220399323051,5.483189355672261
2023-07-04,3.5354807255590757,4.370120082114917,4.872424080039181,5.4021877286779185,2.2588468901545085,3.1588128509104463,3.7038714305379594,3.9198357954214256,7.648410560495912,10.750119429775411,11.955662733691343,13.56067265303217,3.6892682365975222,4.378082532368179,4.7975009962532,5.4000652766638355
2023-07-05,3.463175785966912,4.293231967925755,4.786263883420825,5.305783326474596,2.2040578648384264,3.105600974946783,3.6410900481067014,3.852860883251943,7.491345335808953,10.569027972734233,11.753011791729786,13.328972932100802,3.6147193687937764,4.304331412670186,4.716182367783322,5.307798937845132
