n_obs,total_return,cagr,vol,sharpe,max_dd,mean_return,annualization_factor,risk_free_rate,vol_eps,sharpe_ddof,variant,window,fee_bps_per_fill,hit_rate,mean_return_bps,tstat_mean,period
697,-0.032983624786152244,-0.017410563416605296,0.11836960467529596,-0.08919550303155954,-0.14267674956686915,-2.892612721276676e-05,365.0,0.0,1e-12,0,primary_22_00_fee_0bps,22-00,0,0.4720229555236729,-0.2892612721276676,-0.12316892378136567,full_sample_post_paper
697,-0.15883141212999619,-0.08659520274449994,0.11836960467529596,-0.7059078778025062,-0.20560303306892325,-0.00022892612721276656,365.0,0.0,1e-12,0,primary_22_00_fee_1bps,22-00,1,0.4562410329985653,-2.2892612721276655,-0.974779116016184,full_sample_post_paper
697,-0.5185416550413529,-0.318031038972695,0.11836960467529596,-3.1727573768862976,-0.5191880013983227,-0.0010289261272127673,365.0,0.0,1e-12,0,primary_22_00_fee_5bps,22-00,5,0.3931133428981349,-10.289261272127673,-4.381219884955464,full_sample_post_paper
697,-0.7604587858518674,-0.5268506324078307,0.11836960467529598,-6.256319250741032,-0.7604587858518674,-0.002028926127212767,365.0,0.0,1e-12,0,primary_22_00_fee_10bps,22-00,10,0.3242467718794835,-20.28926127212767,-8.639270846129559,full_sample_post_paper
697,-0.9408287450408626,-0.7724966943725086,0.11836960467529596,-12.423442998450506,-0.9408287450408626,-0.004028926127212768,365.0,0.0,1e-12,0,primary_22_00_fee_20bps,22-00,20,0.19225251076040173,-40.289261272127675,-17.155372768477754,full_sample_post_paper
